GEO.id,GEO.id2,GEO.display-label,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06
310M300US17140,17140,"Cincinnati, OH-KY-IN Metro Area",24523,910,47628,1058,74471,1427,117717,1915,211187,4254
310M300US17300,17300,"Clarksville, TN-KY Metro Area",22137,2020,40914,2303,63074,3901,88941,4413,150736,8709
310M300US17420,17420,"Cleveland, TN Metro Area",22685,1975,39048,2495,56830,4757,86078,5637,129903,13132
310M300US17460,17460,"Cleveland-Elyria, OH Metro Area",21064,478,41192,450,65633,842,105826,1582,197454,7566
310M300US17660,17660,"Coeur d'Alene, ID Metro Area",25155,3539,42117,3214,63175,3521,100114,5814,173342,13200
310M300US17780,17780,"College Station-Bryan, TX Metro Area",17262,1760,33149,2118,56427,3057,105961,7239,212534,15456
310M300US17820,17820,"Colorado Springs, CO Metro Area",28154,1391,50631,1242,77499,2533,119177,3026,201009,5423
310M300US17860,17860,"Columbia, MO Metro Area",20573,2016,40592,4202,68214,4839,101736,4110,183379,25528
310M300US17900,17900,"Columbia, SC Metro Area",22249,959,42677,1695,64401,2208,100061,2490,180630,8559
310M300US17980,17980,"Columbus, GA-AL Metro Area",16545,1500,32726,2367,55365,2998,92259,4422,170137,11962
310M300US18020,18020,"Columbus, IN Metro Area",25386,2649,45697,5111,70623,7377,102160,9221,180900,20068
310M300US18140,18140,"Columbus, OH Metro Area",25638,734,47776,1265,73959,1625,116591,1849,209864,5021
310M300US18580,18580,"Corpus Christi, TX Metro Area",22320,1503,42109,1595,67112,2457,103729,4301,174916,7353
310M300US18700,18700,"Corvallis, OR Metro Area",19205,4106,43922,7512,71967,7651,121873,7963,204129,11865
310M300US18880,18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area",26993,2012,46828,3255,71490,2033,109243,5942,200386,21756
310M300US19060,19060,"Cumberland, MD-WV Metro Area",19305,2888,37263,3152,54223,3012,83992,6994,130310,10911
310M300US19100,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",28601,594,51196,413,80129,771,126776,1143,234781,4910
310M300US19140,19140,"Dalton, GA Metro Area",19921,1913,33154,3294,52983,3431,80051,3511,146049,22744
310M300US19180,19180,"Danville, IL Metro Area",17734,2527,35579,5250,54965,3845,85606,6309,141354,13583
310M300US19300,19300,"Daphne-Fairhope-Foley, AL Metro Area",23506,3007,44002,3677,70804,6209,111985,8995,193385,22910
310M300US19340,19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",23762,1357,41880,1604,66256,3177,103739,3161,169157,7384
310M300US19380,19380,"Dayton, OH Metro Area",20684,772,40672,1111,63697,1672,101433,1470,176600,5968
310M300US19460,19460,"Decatur, AL Metro Area",17395,1846,33009,2950,56453,4061,87568,4897,146051,8185
310M300US19500,19500,"Decatur, IL Metro Area",18594,1747,36175,1597,59552,3910,91174,6292,167493,18453
310M300US19660,19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",20699,1065,36737,1295,56145,1782,89193,2564,153916,7399
310M300US19740,19740,"Denver-Aurora-Lakewood, CO Metro Area",32297,613,57795,938,88378,1295,137355,1754,,
310M300US19780,19780,"Des Moines-West Des Moines, IA Metro Area",29734,1482,51919,1252,80683,1828,121363,4164,213480,12518
310M300US19820,19820,"Detroit-Warren-Dearborn, MI Metro Area",22298,344,43390,669,71104,629,114547,1478,209570,3622
310M300US20020,20020,"Dothan, AL Metro Area",16715,889,32109,1605,53021,2931,82471,3388,151103,13045
310M300US20100,20100,"Dover, DE Metro Area",25219,2298,42996,4475,64944,4897,95315,5874,155440,28523
310M300US20220,20220,"Dubuque, IA Metro Area",27088,2610,48719,2683,76002,2436,106848,4546,191059,45705
310M300US20260,20260,"Duluth, MN-WI Metro Area",21484,777,40185,1527,63748,2247,98915,2220,165188,14508
310M300US20500,20500,"Durham-Chapel Hill, NC Metro Area",23595,1815,44612,1754,72367,2849,117237,5810,230612,14939
310M300US20700,20700,"East Stroudsburg, PA Metro Area",27967,2479,50173,4212,73062,5457,112790,5998,195143,23180
310M300US20740,20740,"Eau Claire, WI Metro Area",22345,1571,40238,1864,66029,3337,97439,5011,152682,14187
310M300US20940,20940,"El Centro, CA Metro Area",16594,1963,35915,5286,61118,2957,90944,4844,162251,19493
310M300US21060,21060,"Elizabethtown-Fort Knox, KY Metro Area",22331,3678,42352,2894,64293,3576,98263,2968,165800,11185
310M300US21140,21140,"Elkhart-Goshen, IN Metro Area",24679,3709,45020,3139,64756,2664,91276,4061,151643,11669
310M300US21300,21300,"Elmira, NY Metro Area",20446,1959,40115,6688,67340,4518,101039,5923,173101,22532
310M300US21340,21340,"El Paso, TX Metro Area",17110,942,33706,1378,52615,1576,84641,2162,147402,8233
310M300US21420,21420,"Enid, OK Metro Area",20974,2606,37154,6831,60706,6434,96178,9219,143855,20368
310M300US21500,21500,"Erie, PA Metro Area",21253,1558,39338,1954,59988,2790,91304,2086,161313,8721
310M300US21660,21660,"Eugene, OR Metro Area",20470,1511,37868,1660,59780,2346,93057,3752,165054,11678
310M300US21780,21780,"Evansville, IN-KY Metro Area",22272,1223,39978,1696,61042,2486,95689,3948,163647,7251
310M300US21820,21820,"Fairbanks, AK Metro Area",36109,4712,58169,7051,94885,7516,122618,15372,190340,19877
310M300US22020,22020,"Fargo, ND-MN Metro Area",25615,1989,49350,2355,72344,2807,109665,4898,191236,22333
310M300US22140,22140,"Farmington, NM Metro Area",21580,1750,41710,2970,67836,5584,97593,5459,148770,12276
310M300US22180,22180,"Fayetteville, NC Metro Area",20123,1341,35751,1553,54268,1970,82283,2732,138662,6196
310M300US22220,22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",22250,1214,42394,1603,65487,2080,108586,4168,202868,17003
310M300US22380,22380,"Flagstaff, AZ Metro Area",20474,2837,41470,3224,67991,4421,98296,7086,171462,22993
310M300US22420,22420,"Flint, MI Metro Area",17608,1325,35316,1472,53736,1562,86991,3938,159588,6681
310M300US22500,22500,"Florence, SC Metro Area",18067,1812,33907,2529,53959,4842,88985,7548,158522,12410
310M300US22520,22520,"Florence-Muscle Shoals, AL Metro Area",17299,2414,35801,3116,58155,4473,86573,4183,148695,8178
310M300US22540,22540,"Fond du Lac, WI Metro Area",28491,3410,47957,3344,70374,4086,105132,4862,157232,16988
310M300US22660,22660,"Fort Collins, CO Metro Area",27608,2023,51521,2276,81148,2016,121184,3875,210015,12785
310M300US22900,22900,"Fort Smith, AR-OK Metro Area",18804,1188,32981,1414,49856,2198,79026,2962,128549,7182
310M300US23060,23060,"Fort Wayne, IN Metro Area",22735,1349,41664,1147,62813,1808,96958,2699,168400,8666
310M300US23420,23420,"Fresno, CA Metro Area",18524,1229,36723,1309,61612,1529,101736,1911,187121,9735
310M300US23460,23460,"Gadsden, AL Metro Area",18080,2031,33243,3222,52970,4796,83938,7686,150570,20294
310M300US23540,23540,"Gainesville, FL Metro Area",16346,1414,33467,1988,55258,3474,95921,6708,165811,13913
310M300US23580,23580,"Gainesville, GA Metro Area",25991,1426,44857,3008,67496,4645,101843,3904,165593,14400
310M300US23900,23900,"Gettysburg, PA Metro Area",27378,2140,46684,2770,74534,3792,107358,5918,179768,25189
310M300US24020,24020,"Glens Falls, NY Metro Area",25293,3336,45676,3074,67620,4745,103421,5206,173064,11997
310M300US24140,24140,"Goldsboro, NC Metro Area",16172,2405,30834,2070,54179,4926,86306,4375,151673,17857
310M300US24220,24220,"Grand Forks, ND-MN Metro Area",19638,2288,37094,2965,62397,3969,99205,7561,153768,6623
310M300US24260,24260,"Grand Island, NE Metro Area",22141,2419,43372,4253,66964,2693,98400,5523,169716,30565
310M300US24300,24300,"Grand Junction, CO Metro Area",18004,2132,37531,4085,62374,4485,88386,4178,155971,11758
310M300US24340,24340,"Grand Rapids-Wyoming, MI Metro Area",26728,908,48802,1347,72048,1087,109337,2235,183957,4842
310M300US24420,24420,"Grants Pass, OR Metro Area",15126,2272,29398,2507,47761,4686,74394,2826,124147,21514
310M300US24500,24500,"Great Falls, MT Metro Area",19839,2519,35910,3439,55904,5129,91436,7327,161204,20792
310M300US24540,24540,"Greeley, CO Metro Area",27103,2643,51861,1649,76710,2499,114795,5810,187301,12383
310M300US24580,24580,"Green Bay, WI Metro Area",26660,1767,46880,1529,71370,2159,104872,3979,171684,8667
310M300US24660,24660,"Greensboro-High Point, NC Metro Area",19529,1106,36101,1307,56670,2057,92142,2454,172896,7274
